,content_length,last_modified,date_retrieved,content_type,file_url,eis_url
0,290416,"Wed, 05 Nov 2014 11:20:49 GMT","Thu, 06 Nov 2014 00:58:53 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140282/%24file/20140282.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/57AA1805284A188985257D8700215935
1,771644,"Wed, 05 Nov 2014 11:22:32 GMT","Thu, 06 Nov 2014 00:58:53 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140285/%24file/20140285.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/85F87AED5215394085257D8700215B63
2,606094,"Wed, 05 Nov 2014 11:23:50 GMT","Thu, 06 Nov 2014 00:58:53 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140279/%24file/20140279.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/9F7DBFF7F8429C7C85257D8700214FE2
3,2128562,"Wed, 05 Nov 2014 11:29:22 GMT","Thu, 06 Nov 2014 00:58:54 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140269/%24file/20140269.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/AA9B37D5A9094A3385257D8700214F17
4,668566,"Fri, 31 Oct 2014 10:15:07 GMT","Thu, 06 Nov 2014 00:58:54 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140268/%24file/20140268.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/5E206B99E461CE8A85257D82001BCF36
5,186285,"Wed, 05 Nov 2014 11:29:22 GMT","Thu, 06 Nov 2014 00:58:54 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140265/%24file/20140265.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/B8AD5F5E6B5C036E85257D8700214E49
6,243589,"Sun, 26 Oct 2014 19:07:46 GMT","Thu, 06 Nov 2014 00:58:54 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140258/%24file/20140258.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/B7BFAE67ED9D03A885257D73001BB3EA
7,72800,"Fri, 17 Oct 2014 10:14:30 GMT","Thu, 06 Nov 2014 00:58:54 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140263/%24file/20140263.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/16025EBB40A5507085257D74001BC05D
8,1500100,"Wed, 05 Nov 2014 11:31:08 GMT","Thu, 06 Nov 2014 00:58:54 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140262/%24file/20140262.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/E9A4E50484C2C17385257D870021482E
9,1692031,"Fri, 24 Oct 2014 10:37:42 GMT","Thu, 06 Nov 2014 00:58:54 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140244/%24file/20140244.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/5A59FF6A16C8E92885257D7A001BA2D7
10,1426706,"Wed, 05 Nov 2014 11:13:39 GMT","Thu, 06 Nov 2014 00:59:21 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140253/%24file/20140253.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/019A2A9513714DE985257D87002147E5
11,933801,"Wed, 05 Nov 2014 11:20:30 GMT","Thu, 06 Nov 2014 00:59:21 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140246/%24file/20140246.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/49849A2307E6316B85257D87002146AB
12,2133823,"Wed, 05 Nov 2014 11:24:27 GMT","Thu, 06 Nov 2014 00:59:21 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140243/%24file/20140243.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/9A796B0896EE68A385257D8700214491
13,386087,"Mon, 27 Oct 2014 10:09:18 GMT","Thu, 06 Nov 2014 00:59:21 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140233/%24file/20140233.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/79BB1007DA317E9E85257D78001BA2A0
14,104329,"Mon, 27 Oct 2014 10:07:06 GMT","Thu, 06 Nov 2014 00:59:21 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140230/%24file/20140230.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/4A6577A28F27D36485257D7A001B9E96
15,376576,"Wed, 05 Nov 2014 11:19:55 GMT","Thu, 06 Nov 2014 00:59:21 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140239/%24file/20140239.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/22DDDADB7055BBC085257D870021374E
16,1023460,"Mon, 27 Oct 2014 14:23:04 GMT","Thu, 06 Nov 2014 00:59:21 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140232/%24file/20140232.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/F235360D1E5609AF85257D71001BC32C
17,319159,"Wed, 10 Sep 2014 10:13:16 GMT","Thu, 06 Nov 2014 00:59:21 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140237/%24file/20140237.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/45501EE9A826924785257D4E001BE947
18,347589,"Wed, 05 Nov 2014 11:14:53 GMT","Thu, 06 Nov 2014 00:59:21 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140236/%24file/20140236.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/11CB327264C912AE85257D8700212B5E
19,9676249,"Wed, 05 Nov 2014 11:30:46 GMT","Thu, 06 Nov 2014 00:59:21 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140240/%24file/20140240.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/EC89625519DBB2B085257D87002142D1
20,62739,"Wed, 08 Oct 2014 11:46:10 GMT","Thu, 06 Nov 2014 00:58:55 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140231/%24file/20140231.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/D679C83ADBA6F49E85257D6A001BF1BE
21,728623,"Wed, 05 Nov 2014 11:22:26 GMT","Thu, 06 Nov 2014 00:58:55 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140234/%24file/20140234.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/84131681D1CB4D3A85257D87002127CB
22,205428,"Mon, 13 Oct 2014 10:46:50 GMT","Thu, 06 Nov 2014 00:58:55 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140228/%24file/20140228.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/A0FBAE194D1488B685257D70001BDBD0
23,3768808,"Tue, 21 Oct 2014 10:13:06 GMT","Thu, 06 Nov 2014 00:58:55 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140222/%24file/20140222.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/5374162FBF6C9B8E85257D78001BA158
24,145638,"Wed, 01 Oct 2014 16:09:27 GMT","Thu, 06 Nov 2014 00:58:55 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140226/%24file/20140226.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/A571ED513120202E85257D63001BC82E
25,140051,"Fri, 10 Oct 2014 19:31:54 GMT","Thu, 06 Nov 2014 00:59:22 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140211/%24file/20140211.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/0BA3372692DB7EFC85257D6A001BE0DD
26,422063,"Mon, 27 Oct 2014 14:23:08 GMT","Thu, 06 Nov 2014 00:59:22 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140217/%24file/20140217.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/F3E7771C7C7F2E8285257D6C001BBABB
27,106118,"Thu, 11 Sep 2014 10:25:24 GMT","Thu, 06 Nov 2014 00:59:22 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140219/%24file/20140219.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/A8C7CBB9A737997285257D4E001BE79C
28,138157,"Wed, 05 Nov 2014 11:22:08 GMT","Thu, 06 Nov 2014 00:59:22 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140215/%24file/20140215.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/72CCF60DECD8DE5185257D8700211A2D
29,119259,"Wed, 05 Nov 2014 11:31:53 GMT","Thu, 06 Nov 2014 00:59:22 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140214/%24file/20140214.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/F38CCD70C8E8C49F85257D8700211015
30,85518,"Mon, 27 Oct 2014 10:21:23 GMT","Thu, 06 Nov 2014 00:59:23 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140208/%24file/20140208.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/D00C6462B9C4044185257D5D001B97FE
31,51431,"Fri, 10 Oct 2014 19:36:10 GMT","Thu, 06 Nov 2014 00:59:23 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140202/%24file/20140202.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/109B6F095DADBB7885257D6C001BB64D
32,1939498,"Thu, 11 Sep 2014 10:14:09 GMT","Thu, 06 Nov 2014 00:59:23 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140204/%24file/20140204.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/0AF5E412B2B3A1C985257D50001BC596
33,252479,"Sat, 20 Sep 2014 10:17:11 GMT","Thu, 06 Nov 2014 00:59:23 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140207/%24file/20140207.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/2CF3E944F7CA512B85257D55001B9164
34,267720,"Wed, 29 Oct 2014 10:37:57 GMT","Thu, 06 Nov 2014 00:59:23 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140209/%24file/20140209.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/8906DA0543ED71A385257D80001B9628
35,560613,"Fri, 10 Oct 2014 19:38:38 GMT","Thu, 06 Nov 2014 00:59:23 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140205/%24file/20140205.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/29436BD86ED0CC3385257D6A001BDBDB
36,712227,"Wed, 24 Sep 2014 11:50:07 GMT","Thu, 06 Nov 2014 00:59:23 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140196/%24file/20140196.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/14B740A1717129D685257D5D001B8F10
37,200109,"Mon, 27 Oct 2014 10:21:30 GMT","Thu, 06 Nov 2014 00:59:23 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140197/%24file/20140197.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/D27F6ED36F49A07E85257D66001BC992
38,152140,"Thu, 11 Sep 2014 10:24:55 GMT","Thu, 06 Nov 2014 00:59:23 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140200/%24file/20140200.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/667E38DEA7BAC82E85257D4E001BCC70
39,203478,"Mon, 27 Oct 2014 14:24:44 GMT","Thu, 06 Nov 2014 00:59:23 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140201/%24file/20140201.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/FB4AA832AC4C398E85257D6C001BB595
40,346533,"Mon, 27 Oct 2014 14:23:35 GMT","Thu, 06 Nov 2014 00:59:23 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140199/%24file/20140199.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/F7C42A52FB6A494985257D65001BC95E
41,28239,"Mon, 01 Sep 2014 10:18:54 GMT","Thu, 06 Nov 2014 00:59:23 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140195/%24file/20140195.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/131909B71656974B85257D46001BC0C0
42,171852,"Sat, 11 Oct 2014 10:14:38 GMT","Thu, 06 Nov 2014 00:59:24 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140192/%24file/20140192.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/2BC35D2D79DA172485257D69001BCA8F
43,108126,"Thu, 28 Aug 2014 10:35:56 GMT","Thu, 06 Nov 2014 00:59:24 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140191/%24file/20140191.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/577A5E0437A3EDA385257D42001BC03A
44,451837,"Sat, 11 Oct 2014 10:41:23 GMT","Thu, 06 Nov 2014 00:59:24 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140193/%24file/20140193.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/5B71CC64648D3A7485257D6D001BC98C
45,213868,"Thu, 21 Aug 2014 10:14:00 GMT","Thu, 06 Nov 2014 00:59:24 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140188/%24file/20140188.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/10346F80A94A126D85257D3B001B9DD5
46,358229,"Mon, 27 Oct 2014 10:25:22 GMT","Thu, 06 Nov 2014 00:59:24 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140187/%24file/20140187.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/EB435436D0A2EA4185257D4D001BACEC
47,270707,"Mon, 25 Aug 2014 10:15:21 GMT","Thu, 06 Nov 2014 00:59:24 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140186/%24file/20140186.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/508A3EA0BB19EED185257D3F001B9AEA
48,407468,"Sat, 11 Oct 2014 10:17:57 GMT","Thu, 06 Nov 2014 00:59:24 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140189/%24file/20140189.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/41CD53E6E79EA47385257D5F001BAA74
49,200489,"Thu, 30 Oct 2014 10:19:44 GMT","Thu, 06 Nov 2014 00:59:24 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140190/%24file/20140190.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/54AFAF76136ED57C85257D81001B9417
50,122770,"Wed, 20 Aug 2014 10:30:38 GMT","Thu, 06 Nov 2014 00:58:58 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140184/%24file/20140184.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/D8E3D8FFF486D56585257D3A001B9B5C
51,194903,"Mon, 01 Sep 2014 10:42:35 GMT","Thu, 06 Nov 2014 00:58:58 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140185/%24file/20140185.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/AA0AFD522F10A13F85257D46001BBC78
52,540102,"Mon, 06 Oct 2014 10:46:02 GMT","Thu, 06 Nov 2014 00:58:58 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140183/%24file/20140183.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/070BD530C977D45085257D69001BC94D
53,316857,"Sun, 26 Oct 2014 19:08:01 GMT","Thu, 06 Nov 2014 00:58:58 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140181/%24file/20140181.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/B84F41D79318582985257D7A001B9C3F
54,464457,"Tue, 14 Oct 2014 10:21:24 GMT","Thu, 06 Nov 2014 00:58:58 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140178/%24file/20140178.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/01F07219F29E395D85257D71001BBAC1
55,42222,"Mon, 27 Oct 2014 10:16:29 GMT","Thu, 06 Nov 2014 00:59:24 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140180/%24file/20140180.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/BB63F571417892F385257D51001B8874
56,248108,"Mon, 03 Nov 2014 11:22:59 GMT","Thu, 06 Nov 2014 00:59:24 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140177/%24file/20140177.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/984046DEDA9981FC85257D8500210F0A
57,668422,"Wed, 20 Aug 2014 10:22:14 GMT","Thu, 06 Nov 2014 00:59:25 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140175/%24file/20140175.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/1D1D956916B8ABAC85257D3A001B984D
58,443475,"Mon, 08 Sep 2014 10:14:17 GMT","Thu, 06 Nov 2014 00:59:25 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140172/%24file/20140172.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/07E7DEE1B50B883885257D4D001BAC62
59,66363,"Mon, 27 Oct 2014 10:11:25 GMT","Thu, 06 Nov 2014 00:59:25 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140176/%24file/20140176.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/8DF5DCBFA4301B0785257D71001BB81D
60,828783,"Sat, 06 Sep 2014 10:24:17 GMT","Thu, 06 Nov 2014 00:59:25 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140174/%24file/20140174.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/8D3691DEE3F883AA85257D4A001BC5CD
61,79903,"Mon, 27 Oct 2014 10:15:19 GMT","Thu, 06 Nov 2014 00:59:25 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140171/%24file/20140171.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/ACB1A3C1B3F7276585257D70001BC4A0
62,201818,"Tue, 19 Aug 2014 10:23:03 GMT","Thu, 06 Nov 2014 00:59:25 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140169/%24file/20140169.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/2F2AC5734399297885257D39001B9A3D
63,123179,"Mon, 11 Aug 2014 18:23:30 GMT","Thu, 06 Nov 2014 00:59:25 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140168/%24file/20140168.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/930223D38757C30785257D25001BBA38
64,5694693,"Mon, 11 Aug 2014 18:25:53 GMT","Thu, 06 Nov 2014 00:59:25 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140167/%24file/20140167.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/CC158AB586BBD84785257D31001BAB87
65,70781,"Tue, 22 Jul 2014 10:27:02 GMT","Thu, 06 Nov 2014 00:58:59 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140164/%24file/20140164.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/A87DF148EE7FB5F485257D1D001B9B8D
66,154377,"Tue, 12 Aug 2014 10:21:53 GMT","Thu, 06 Nov 2014 00:58:59 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140163/%24file/20140163.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/5D3308DCE962F70485257D32001B8593
67,601888,"Thu, 21 Aug 2014 10:27:33 GMT","Thu, 06 Nov 2014 00:58:59 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140166/%24file/20140166.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/EE1D7E320F2FA5B785257D3B001B9A0B
68,1286546,"Mon, 08 Sep 2014 10:25:58 GMT","Thu, 06 Nov 2014 00:58:59 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140165/%24file/20140165.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/5B801B23379D0D1C85257D4D001BAB3A
69,504818,"Mon, 18 Aug 2014 10:41:23 GMT","Thu, 06 Nov 2014 00:58:59 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140156/%24file/20140156.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/F46247DDA3744FF185257D38001B9367
70,123271,"Tue, 02 Sep 2014 10:38:40 GMT","Thu, 06 Nov 2014 00:58:59 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140161/%24file/20140161.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/E902B1DF0164F75185257D47001BB59B
71,348061,"Thu, 10 Jul 2014 10:21:55 GMT","Thu, 06 Nov 2014 00:58:59 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140158/%24file/20140158.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/1C024FF9F1A1B3BB85257D11001BC46F
72,151693,"Tue, 15 Jul 2014 10:29:18 GMT","Thu, 06 Nov 2014 00:59:00 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140160/%24file/20140160.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/B5E2AA8369482F2885257D16001BA45B
73,216575,"Thu, 14 Aug 2014 10:14:18 GMT","Thu, 06 Nov 2014 00:59:00 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140154/%24file/20140154.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/1B4227257537CE2F85257D34001B8663
74,116034,"Thu, 11 Sep 2014 11:03:57 GMT","Thu, 06 Nov 2014 00:59:00 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140155/%24file/20140155.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/C0EAB4B0AD4E297785257D50001BC25F
75,2634544,"Fri, 24 Oct 2014 11:04:37 GMT","Thu, 06 Nov 2014 00:59:26 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140152/%24file/20140152.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/057D6DD91A04360385257D7A001B96AA
76,278050,"Thu, 10 Jul 2014 10:36:24 GMT","Thu, 06 Nov 2014 00:59:26 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140150/%24file/20140150.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/B64A76B0550F7BBE85257D11001BC3E5
77,123275,"Sat, 11 Oct 2014 10:43:18 GMT","Thu, 06 Nov 2014 00:59:26 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140153/%24file/20140153.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/92B5E917D8F5DFFA85257D5C001B7E72
78,224053,"Sat, 30 Aug 2014 10:13:16 GMT","Thu, 06 Nov 2014 00:59:27 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140151/%24file/20140151.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/E613133F7AE1339E85257D42001BB481
79,243734,"Tue, 22 Jul 2014 10:20:15 GMT","Thu, 06 Nov 2014 00:59:27 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140146/%24file/20140146.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/274B17E841708C0685257D1D001B8F05
80,2102207,"Thu, 26 Jun 2014 10:43:51 GMT","Thu, 06 Nov 2014 00:59:00 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140147/%24file/20140147.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/0F52E15F53BD87D785257D03001BE7F4
81,107575,"Wed, 02 Jul 2014 10:31:19 GMT","Thu, 06 Nov 2014 00:59:00 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140149/%24file/20140149.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/77372C6C38E999A385257D09001BCBFC
82,296981,"Fri, 22 Aug 2014 10:23:45 GMT","Thu, 06 Nov 2014 00:59:00 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140137/%24file/20140137.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/ECB5937CDFE76A9585257D3C001B92CA
83,250441,"Thu, 21 Aug 2014 10:23:15 GMT","Thu, 06 Nov 2014 00:59:00 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140134/%24file/20140134.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/70325D3113AE868685257D3B001B9375
84,531648,"Wed, 16 Jul 2014 10:19:44 GMT","Thu, 06 Nov 2014 00:59:00 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140143/%24file/20140143.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/139AF58B2169E74D85257D17001BA004
85,481380,"Thu, 10 Jul 2014 10:21:02 GMT","Thu, 06 Nov 2014 00:59:27 GMT",application/pdf,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20140138/%24file/20140138.PDF,http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/0BF7030A98B5184985257D11001BBC5B
